days_before_started_study,num_slides,num_assignments_done,avg_sleep_last_week,coffee_cups_per_day,hours_studied_last_week,avg_quiz_score,midterm_score,assignments_done_ratio,class_attendance_ratio,sleep_hours_before_exam,stress_level,ai_background,mentality_type,exam_time,crisis_type,final_exam_score
1,91,1,6.6,0,3.2,7.3,10.8,0.15,0.73,5.3,4.0,basic,memorization_heavy,Evening,Denial_mode,6.9
2,274,0,6.8,3,27.1,11.3,12.2,0.08,0.95,3.1,3.0,none,project_heavy,morning,panic_mode,10.9
3,209,2,4.0,1,15.1,13.3,10.8,0.27,0.31,6.4,3.0,basic,theory_heavy,morning,No_issue,12.1
10,288,3,8.5,7,2.7,7.7,10.3,0.36,0.28,5.2,3.0,none,memorization_heavy,morning,panic_mode,6.0
0,100,6,5.8,1,8.5,12.0,14.2,0.61,0.85,7.9,5.0,basic,theory_heavy,afternoon,No_issue,13.3
3,174,2,4.5,2,7.7,10.4,15.8,0.23,0.18,8.2,3.0,basic,memorization_heavy,morning,No_issue,13.0
8,213,8,8.5,0,23.2,11.3,10.9,0.87,0.51,7.8,1.0,none,memorization_heavy,Evening,No_issue,15.1
9,184,5,6.6,1,12.1,8.2,11.3,0.53,0.95,4.4,2.0,,theory_heavy,Evening,No_issue,12.2
3,136,2,4.3,4,6.7,15.7,18.0,0.3,0.7,7.6,3.0,basic,theory_heavy,Evening,No_issue,16.6
4,139,6,7.1,34,5.7,13.2,14.5,0.6,0.97,3.0,3.0,none,theory_heavy,afternoon,panic_mode,11.5
6,281,0,5.7,2,2.4,9.5,8.9,0.04,0.92,8.8,5.0,none,project_heavy,Evening,panic_mode,3.6
10,136,1,4.0,6,9.3,3.6,10.1,0.12,0.23,4.7,4.0,basic,theory_heavy,afternoon,panic_mode,7.9
7,184,5,8.7,6,23.4,15.6,11.6,0.52,0.55,7.8,2.0,none,memorization_heavy,morning,No_issue,14.9
0,113,4,5.9,5,9.8,10.8,11.6,0.41,0.86,3.5,4.0,basic,memorization_heavy,afternoon,panic_mode,10.4
0,81,2,4.4,1,3.2,4.9,8.4,0.28,0.4,5.6,5.0,basic,project_heavy,Evening,Denial_mode,1.7
8,199,4,4.2,5,38.3,11.5,13.3,0.49,0.48,5.3,,none,theory_heavy,Evening,No_issue,17.4
10,244,6,4.1,0,27.9,12.8,12.4,0.63,0.8,4.0,3.0,basic,memorization_heavy,morning,panic_mode,12.9
10,90,2,6.9,5,6.8,13.7,11.6,0.22,0.94,6.8,4.0,basic,project_heavy,afternoon,No_issue,14.1
9,261,7,5.4,7,0.3,19.6,17.8,0.78,0.56,6.1,4.0,basic,project_heavy,Evening,panic_mode,9.3
3,236,7,4.2,7,25.3,13.3,15.0,0.79,0.44,3.6,3.0,none,theory_heavy,afternoon,panic_mode,20.0
4,300,6,4.9,4,13.0,10.7,10.8,0.68,0.07,8.6,,basic,memorization_heavy,morning,No_issue,12.7
10,64,0,8.4,6,30.4,9.3,13.0,0.04,0.36,4.3,1.0,basic,theory_heavy,Evening,Denial_mode,8.0
2,143,4,8.3,7,10.1,7.2,9.1,0.4,0.31,3.4,4.0,none,theory_heavy,morning,panic_mode,9.4
5,233,3,7.9,4,9.4,14.5,14.2,0.34,0.25,6.5,3.0,strong,project_heavy,Evening,No_issue,13.1
2,272,7,4.0,3,17.7,14.4,14.0,0.72,0.7,4.0,3.0,,theory_heavy,Evening,panic_mode,15.7
2,221,2,7.8,1,25.8,9.3,9.4,0.28,0.8,5.1,3.0,none,theory_heavy,morning,panic_mode,10.0
4,177,5,6.7,4,25.4,10.2,12.7,0.56,0.49,4.2,2.0,basic,memorization_heavy,afternoon,No_issue,11.3
10,236,9,5.8,2,30.2,9.6,12.8,0.91,0.31,3.3,2.0,none,theory_heavy,morning,No_issue,14.0
6,210,3,7.0,6,15.3,16.6,16.7,0.38,0.94,3.5,2.0,strong,memorization_heavy,afternoon,No_issue,16.9
2,119,4,5.4,5,3.9,15.1,10.0,0.47,0.67,8.0,5.0,none,project_heavy,Evening,Denial_mode,4.0
0,176,1,4.2,3,6.9,8.8,10.6,0.18,0.68,5.8,5.0,basic,memorization_heavy,afternoon,No_issue,11.0
7,216,3,4.1,7,24.4,16.0,13.8,0.32,0.86,4.8,3.0,basic,memorization_heavy,afternoon,panic_mode,17.4
6,175,6,8.7,2,16.6,14.2,17.0,0.69,0.34,6.3,1.0,strong,theory_heavy,afternoon,No_issue,16.4
0,221,6,5.0,5,5.8,11.9,17.8,0.64,0.97,7.7,5.0,basic,theory_heavy,Evening,No_issue,15.9
6,91,1,4.1,7,6.0,8.1,,0.12,0.03,7.2,4.0,,memorization_heavy,morning,panic_mode,5.1
10,197,9,8.9,5,23.8,8.0,8.4,0.96,1.0,6.6,2.0,none,project_heavy,afternoon,No_issue,11.3
3,269,9,7.2,7,5.4,17.6,16.3,1.0,0.27,4.1,4.0,strong,project_heavy,morning,panic_mode,11.8
3,261,5,7.9,1,16.9,7.1,12.5,0.53,0.33,5.6,2.0,none,theory_heavy,afternoon,No_issue,12.3
6,213,2,6.5,7,36.7,12.7,8.1,0.24,0.67,8.6,4.0,none,theory_heavy,morning,panic_mode,3.6
7,135,7,5.9,6,11.7,12.8,11.9,0.75,0.97,3.0,4.0,none,theory_heavy,Evening,panic_mode,12.7
4,201,0,7.6,4,6.5,12.5,25.0,0.1,0.58,3.1,3.0,basic,project_heavy,afternoon,panic_mode,13.3
0,108,8,5.0,7,5.9,10.2,14.5,0.83,0.54,6.2,5.0,,theory_heavy,afternoon,panic_mode,5.2
8,226,9,6.6,3,33.1,9.7,,0.97,0.13,5.4,3.0,none,theory_heavy,afternoon,No_issue,14.9
4,153,2,7.3,2,14.9,6.8,11.7,0.21,0.49,5.6,1.0,basic,project_heavy,afternoon,Denial_mode,7.3
3,179,0,8.0,2,39.3,8.4,8.7,0.04,0.03,3.6,2.0,none,memorization_heavy,afternoon,Denial_mode,7.6
2,148,4,4.2,2,33.3,6.1,11.5,0.49,0.31,4.4,4.0,none,theory_heavy,morning,panic_mode,9.5
6,162,9,6.8,3,36.4,14.3,15.5,0.9,0.83,8.4,2.0,none,theory_heavy,afternoon,Denial_mode,11.0
0,236,5,8.1,4,9.3,12.4,15.4,0.57,0.1,8.5,4.0,basic,memorization_heavy,morning,No_issue,14.0
6,100,5,4.3,3,23.4,0.0,5.2,0.53,0.25,6.3,,none,memorization_heavy,Evening,panic_mode,1.9
8,215,9,7.8,0,19.1,4.4,10.9,0.93,0.33,7.9,1.0,none,memorization_heavy,morning,No_issue,11.8
8,274,0,8.0,5,17.6,12.7,16.8,0.05,0.48,7.5,2.0,basic,project_heavy,Evening,Denial_mode,12.5
1,299,8,5.5,4,5.7,12.5,11.4,0.86,0.74,8.3,5.0,none,theory_heavy,afternoon,No_issue,12.2
10,238,1,8.7,0,22.6,10.7,10.0,0.19,0.02,4.6,1.0,none,memorization_heavy,Evening,Denial_mode,9.4
7,156,2,4.1,7,31.1,5.2,8.9,0.2,0.16,4.4,3.0,,project_heavy,afternoon,panic_mode,9.3
4,283,1,4.2,7,17.3,11.6,13.2,0.12,0.26,5.0,4.0,basic,theory_heavy,afternoon,panic_mode,5.6
6,135,1,5.2,4,12.8,14.0,12.1,0.15,0.65,7.5,3.0,basic,theory_heavy,morning,No_issue,13.6
8,50,3,5.5,1,24.3,12.8,11.6,0.34,0.7,7.5,2.0,basic,project_heavy,afternoon,No_issue,13.2
3,63,5,8.2,4,16.5,11.9,17.1,0.57,0.07,3.9,1.0,basic,memorization_heavy,Evening,No_issue,16.1
10,278,2,7.8,2,25.1,12.5,15.8,0.23,0.23,5.1,,,project_heavy,morning,No_issue,18.0
7,84,8,5.4,0,31.1,7.9,9.7,0.87,0.99,7.1,3.0,none,memorization_heavy,afternoon,panic_mode,13.3
1,290,9,7.8,1,4.6,14.6,18.3,0.99,0.28,3.7,4.0,strong,memorization_heavy,morning,Denial_mode,11.2
7,127,0,6.3,7,17.9,10.6,11.8,0.06,0.4,7.9,3.0,basic,theory_heavy,morning,panic_mode,10.3
4,114,3,5.2,6,11.2,11.5,11.1,0.36,0.25,7.7,2.0,none,project_heavy,afternoon,No_issue,13.2
3,58,4,7.2,0,9.9,8.2,12.8,0.43,0.59,3.9,3.0,,memorization_heavy,afternoon,panic_mode,10.8
10,127,1,7.3,6,7.2,0.7,9.4,0.19,0.12,4.5,3.0,none,theory_heavy,Evening,panic_mode,16.2
8,100,7,7.2,5,20.2,11.2,11.9,0.72,0.24,5.9,2.0,,theory_heavy,morning,No_issue,12.9
1,127,8,4.7,6,11.4,8.5,17.8,0.81,0.47,4.1,3.0,strong,memorization_heavy,morning,panic_mode,9.3
9,136,3,7.7,7,3.5,14.4,15.2,0.39,0.09,5.7,4.0,strong,project_heavy,Evening,panic_mode,5.5
5,102,8,7.6,7,14.7,13.2,20.0,0.81,0.45,6.7,2.0,basic,project_heavy,Evening,No_issue,17.5
0,115,5,4.6,4,2.9,11.9,13.1,0.54,0.88,4.1,5.0,basic,project_heavy,Evening,Denial_mode,4.7
8,256,6,7.4,1,29.6,13.9,12.9,0.67,0.2,7.6,2.0,none,theory_heavy,afternoon,No_issue,14.9
7,224,2,7.0,2,12.6,13.0,10.1,0.26,0.22,6.3,1.0,none,memorization_heavy,Evening,Denial_mode,7.4
2,119,6,6.5,1,5.3,9.8,11.5,0.65,0.92,5.3,5.0,basic,theory_heavy,afternoon,No_issue,10.7
5,208,2,6.6,6,23.3,13.2,12.3,0.21,0.37,8.2,,basic,project_heavy,afternoon,panic_mode,9.2
7,123,4,5.6,7,28.7,17.0,18.2,0.47,0.81,6.6,3.0,basic,project_heavy,morning,panic_mode,16.0
0,293,9,4.8,1,7.3,6.1,5.5,0.96,0.03,7.1,4.0,basic,theory_heavy,Evening,panic_mode,1.7
7,215,2,5.4,7,33.3,12.9,10.2,0.29,0.98,5.7,3.0,none,memorization_heavy,morning,panic_mode,17.3
8,236,9,5.4,0,15.9,13.0,13.7,0.96,0.21,7.5,3.0,basic,theory_heavy,morning,No_issue,15.5
2,221,5,4.2,3,17.7,13.1,9.2,0.53,0.63,4.9,4.0,strong,memorization_heavy,morning,panic_mode,9.8
1,189,8,7.1,4,7.8,16.4,16.2,0.84,0.68,9.0,3.0,basic,project_heavy,morning,No_issue,16.3
2,153,0,5.4,0,23.8,15.4,14.3,0.01,0.77,6.5,3.0,strong,project_heavy,morning,No_issue,15.4
7,83,2,6.5,2,3.2,8.7,11.9,0.25,0.04,5.4,4.0,none,theory_heavy,morning,No_issue,10.1
2,79,2,4.3,2,5.7,6.9,10.3,0.21,0.48,7.9,3.0,none,project_heavy,morning,No_issue,11.1
3,118,6,5.5,0,15.9,12.4,15.9,0.67,0.76,5.6,2.0,strong,project_heavy,afternoon,No_issue,17.9
10,79,1,8.4,0,16.6,16.9,15.2,0.12,0.84,4.4,1.0,basic,project_heavy,Evening,Denial_mode,13.1
0,236,8,6.1,5,5.7,7.1,12.6,0.89,0.17,3.3,5.0,basic,project_heavy,Evening,panic_mode,10.1
3,125,6,6.5,1,15.7,11.0,14.0,0.66,0.54,8.0,3.0,basic,project_heavy,afternoon,No_issue,14.8
7,218,7,8.2,0,11.6,15.7,14.6,0.76,0.93,4.2,2.0,none,project_heavy,morning,No_issue,14.4
9,72,0,5.5,1,30.2,17.4,17.1,0.06,0.84,3.7,2.0,basic,theory_heavy,afternoon,Denial_mode,11.5
5,132,9,4.5,3,39.2,11.6,10.5,0.91,0.93,8.5,3.0,none,project_heavy,Evening,No_issue,14.8
9,122,5,7.3,1,22.0,11.0,11.3,0.55,0.21,5.5,2.0,,memorization_heavy,afternoon,No_issue,14.3
0,129,2,6.1,6,9.8,12.5,18.7,0.22,0.28,6.6,5.0,,memorization_heavy,Evening,panic_mode,15.3
6,218,3,7.2,4,17.9,12.1,11.6,0.32,0.56,3.3,1.0,strong,memorization_heavy,Evening,No_issue,13.0
0,175,1,6.6,1,9.1,6.1,9.0,0.18,0.13,4.3,5.0,basic,memorization_heavy,morning,panic_mode,12.2
7,177,3,5.8,3,15.7,16.3,15.2,0.35,0.75,7.8,3.0,none,memorization_heavy,morning,No_issue,16.2
5,54,4,5.3,7,33.2,10.0,16.2,0.43,0.0,5.6,3.0,strong,memorization_heavy,Evening,panic_mode,10.2
5,180,3,4.0,0,22.9,6.7,9.0,0.35,0.65,8.3,3.0,none,memorization_heavy,morning,panic_mode,8.5
5,267,9,4.3,2,2.4,12.6,12.3,0.98,0.95,8.7,4.0,basic,theory_heavy,afternoon,No_issue,10.0
8,227,1,5.2,7,37.7,9.6,10.2,0.17,0.77,4.0,3.0,none,theory_heavy,Evening,panic_mode,15.8
9,55,1,4.5,4,4.1,12.0,12.8,0.2,0.38,6.5,,,theory_heavy,afternoon,No_issue,12.6
1,128,7,7.7,25,10.8,8.5,12.7,0.79,0.57,6.6,3.0,,project_heavy,morning,No_issue,14.3
7,293,2,6.1,5,35.5,6.4,11.7,0.27,0.12,7.7,2.0,none,theory_heavy,morning,Denial_mode,3.7
1,117,8,8.5,7,1.5,6.6,9.7,0.9,0.51,8.4,,basic,theory_heavy,morning,Denial_mode,0.0
4,198,9,5.9,2,0.5,7.0,11.6,1.0,0.27,7.3,3.0,,memorization_heavy,morning,No_issue,9.5
10,238,9,5.2,7,28.2,5.8,10.6,0.99,0.37,4.3,2.0,none,project_heavy,morning,No_issue,13.8
5,249,8,8.0,2,2.7,13.5,14.6,0.84,0.0,6.8,2.0,basic,theory_heavy,Evening,No_issue,13.1
7,199,1,7.8,0,3.4,3.1,11.9,0.2,0.19,7.0,2.0,none,memorization_heavy,Evening,Denial_mode,2.6
10,69,3,8.2,7,34.9,18.4,10.0,0.36,0.85,8.2,3.0,none,memorization_heavy,Evening,panic_mode,13.6
3,170,6,6.9,0,21.2,12.2,9.2,0.65,0.36,3.9,3.0,none,theory_heavy,Evening,panic_mode,13.2
3,85,1,7.1,2,0.3,5.7,9.4,0.14,0.11,7.9,3.0,basic,memorization_heavy,Evening,panic_mode,3.8
4,276,0,4.5,3,23.4,8.9,6.8,0.03,0.08,8.5,3.0,none,memorization_heavy,Evening,panic_mode,5.4
0,188,7,5.7,2,9.1,8.7,15.5,0.76,0.4,3.5,5.0,strong,memorization_heavy,Evening,panic_mode,16.8
9,110,3,6.8,0,32.1,10.4,14.0,0.39,0.01,3.4,3.0,basic,memorization_heavy,morning,panic_mode,14.2
4,249,2,4.7,7,28.5,11.1,11.9,0.28,0.65,5.8,3.0,none,theory_heavy,Evening,panic_mode,15.3
7,115,0,5.4,5,35.5,6.1,13.2,0.08,0.15,5.8,3.0,,project_heavy,morning,No_issue,12.5
9,262,9,5.4,7,25.9,7.2,6.8,0.96,0.85,5.3,3.0,none,theory_heavy,morning,panic_mode,10.3
5,257,2,6.3,6,10.8,15.8,20.0,0.29,0.27,4.3,3.0,strong,project_heavy,morning,panic_mode,10.6
8,58,9,4.3,5,21.6,18.4,16.4,0.92,0.94,3.8,3.0,strong,project_heavy,Evening,panic_mode,20.0
6,235,2,5.5,6,12.3,16.5,12.6,0.27,0.72,3.0,2.0,basic,theory_heavy,morning,Denial_mode,9.6
4,266,7,4.2,5,27.9,7.9,11.9,0.79,0.48,4.8,3.0,basic,memorization_heavy,morning,panic_mode,9.4
9,286,0,8.0,3,27.0,6.5,9.1,0.04,0.72,8.0,2.0,basic,project_heavy,afternoon,Denial_mode,10.7
6,290,7,8.7,1,7.9,13.8,15.2,0.72,0.77,8.3,3.0,none,project_heavy,afternoon,No_issue,14.5
10,157,7,8.8,4,3.2,17.1,17.5,0.79,0.1,7.7,3.0,strong,theory_heavy,Evening,No_issue,14.9
5,113,8,4.5,7,13.1,11.8,8.9,0.87,0.5,7.2,4.0,none,project_heavy,morning,panic_mode,10.6
10,203,2,7.3,5,4.5,8.6,10.9,0.29,0.51,4.0,2.0,none,theory_heavy,morning,Denial_mode,5.5
5,159,5,5.2,2,27.4,0.7,5.8,0.55,0.18,6.8,3.0,none,project_heavy,afternoon,panic_mode,8.5
1,274,6,4.8,3,11.8,12.2,10.9,0.6,0.71,7.5,4.0,none,project_heavy,morning,No_issue,11.2
0,299,5,8.7,1,11.4,7.6,12.4,0.52,0.49,5.6,2.0,strong,theory_heavy,afternoon,No_issue,12.9
6,252,1,4.1,0,38.0,5.5,7.9,0.12,0.47,4.1,3.0,none,memorization_heavy,morning,panic_mode,2.9
8,89,5,5.5,4,39.3,18.1,15.9,0.56,0.98,7.7,3.0,basic,theory_heavy,morning,No_issue,18.7
3,115,0,6.7,2,24.9,12.4,12.6,0.01,0.26,4.8,2.0,basic,memorization_heavy,Evening,Denial_mode,7.8
9,218,4,7.1,2,25.0,11.8,12.5,0.44,0.31,4.8,,none,project_heavy,Evening,No_issue,15.4
2,257,9,7.9,0,5.7,15.0,15.9,0.94,0.65,4.8,3.0,strong,memorization_heavy,afternoon,panic_mode,7.6
7,84,3,5.3,6,30.2,17.9,13.1,0.33,0.82,8.5,3.0,basic,project_heavy,afternoon,panic_mode,12.1
3,246,8,7.0,4,2.8,20.0,20.0,0.85,0.75,4.3,5.0,strong,project_heavy,morning,panic_mode,15.6
2,168,9,5.5,7,3.4,14.5,15.5,0.94,0.53,6.6,5.0,basic,theory_heavy,afternoon,Denial_mode,9.0
6,172,5,5.8,4,15.1,11.4,7.7,0.56,0.8,8.9,,,memorization_heavy,morning,Denial_mode,3.6
10,194,7,4.7,1,39.4,19.1,20.0,0.76,0.62,3.5,2.0,strong,theory_heavy,afternoon,No_issue,20.0
6,106,1,5.2,0,10.4,11.6,16.5,0.13,0.22,4.5,3.0,strong,theory_heavy,morning,panic_mode,15.9
3,121,8,8.5,5,22.7,13.7,15.6,0.81,0.91,7.5,3.0,strong,theory_heavy,morning,No_issue,16.0
3,209,3,4.8,0,32.8,13.0,14.9,0.38,0.69,6.2,3.0,strong,theory_heavy,afternoon,No_issue,15.8
6,241,3,6.2,2,1.2,12.1,15.0,0.38,0.04,7.9,3.0,none,project_heavy,afternoon,No_issue,14.2
8,230,3,6.5,0,29.0,14.3,15.2,0.39,0.42,7.5,3.0,strong,theory_heavy,morning,No_issue,16.1
4,225,9,6.7,2,38.7,16.4,15.7,0.99,0.86,5.0,,basic,theory_heavy,afternoon,panic_mode,13.3
9,190,1,4.7,4,9.7,13.1,17.1,0.18,0.36,4.3,,basic,theory_heavy,morning,panic_mode,12.7
1,81,8,5.1,2,10.8,13.7,15.0,0.84,0.9,3.1,4.0,basic,memorization_heavy,morning,panic_mode,6.0
2,87,8,7.8,0,16.4,15.1,16.1,0.86,0.16,7.9,3.0,strong,theory_heavy,afternoon,No_issue,17.6
5,173,3,6.3,5,8.9,7.7,12.8,0.31,0.23,5.0,4.0,basic,memorization_heavy,afternoon,No_issue,14.0
4,226,0,6.1,6,3.5,15.4,14.9,0.09,0.76,9.0,5.0,basic,memorization_heavy,Evening,panic_mode,12.4
10,95,4,6.2,5,23.9,7.0,14.3,0.48,0.1,6.7,3.0,none,memorization_heavy,Evening,No_issue,14.3
10,87,5,5.1,2,15.9,11.0,15.1,0.59,0.17,5.4,3.0,strong,theory_heavy,Evening,No_issue,15.8
0,255,0,7.8,7,4.8,15.3,12.9,0.04,0.96,4.0,4.0,none,memorization_heavy,afternoon,Denial_mode,4.8
7,212,2,8.3,2,31.8,10.3,14.7,0.27,0.29,4.4,2.0,strong,theory_heavy,Evening,Denial_mode,13.0
5,158,7,7.5,3,2.9,6.7,9.2,0.7,0.12,3.9,3.0,none,memorization_heavy,afternoon,panic_mode,9.3
10,83,8,7.0,7,11.1,5.2,9.3,0.82,0.32,8.0,3.0,none,theory_heavy,afternoon,panic_mode,10.8
1,217,8,7.6,7,5.6,8.4,12.3,0.81,0.37,4.8,4.0,basic,theory_heavy,morning,panic_mode,5.7
7,235,8,7.5,1,1.3,11.3,18.1,0.83,0.23,3.2,2.0,strong,memorization_heavy,Evening,No_issue,13.5
2,125,0,7.3,1,37.5,7.5,14.0,0.09,0.14,3.5,2.0,none,memorization_heavy,morning,Denial_mode,12.6
4,70,8,6.5,7,7.2,6.8,8.2,0.82,0.87,8.5,4.0,none,project_heavy,Evening,panic_mode,8.9
9,234,4,5.0,3,2.2,14.8,13.5,0.45,0.99,6.0,4.0,basic,memorization_heavy,afternoon,No_issue,12.4
3,123,6,7.0,7,38.5,15.8,14.6,0.69,0.46,7.5,3.0,basic,memorization_heavy,Evening,panic_mode,14.6
10,194,7,5.3,6,17.7,10.1,12.6,0.76,0.62,3.3,3.0,basic,project_heavy,Evening,panic_mode,18.5
8,246,4,8.7,6,14.9,14.3,16.3,0.5,0.03,4.0,3.0,strong,memorization_heavy,Evening,panic_mode,16.5
3,128,6,6.7,7,36.2,3.5,5.2,0.63,0.83,7.4,4.0,none,memorization_heavy,morning,panic_mode,10.2
3,218,0,5.8,5,33.0,9.0,13.7,0.02,0.46,6.9,3.0,basic,theory_heavy,Evening,No_issue,16.8
5,225,2,7.4,5,19.8,12.9,13.2,0.26,0.71,6.1,2.0,none,theory_heavy,Evening,Denial_mode,9.5
6,199,8,5.2,1,9.7,10.4,13.2,0.86,0.6,5.2,3.0,none,project_heavy,afternoon,No_issue,12.9
6,203,3,4.9,2,12.3,9.3,9.9,0.32,0.3,5.9,2.0,none,project_heavy,morning,No_issue,13.4
2,101,3,6.3,7,22.2,5.2,10.8,0.33,0.13,8.4,5.0,none,memorization_heavy,afternoon,panic_mode,8.3
2,273,1,7.2,0,6.5,5.9,6.8,0.14,0.6,7.6,4.0,none,memorization_heavy,Evening,panic_mode,4.4
4,53,7,6.4,2,12.4,18.2,16.9,0.78,0.17,8.9,3.0,strong,project_heavy,Evening,No_issue,16.2
3,253,6,7.0,4,6.1,7.7,14.0,0.61,0.16,3.5,2.0,none,theory_heavy,Evening,No_issue,12.0
7,79,9,6.4,1,28.3,15.6,15.1,0.98,0.83,4.5,,strong,theory_heavy,Evening,panic_mode,13.8
0,249,9,5.7,6,5.6,11.7,13.7,0.98,0.34,7.3,5.0,none,theory_heavy,Evening,panic_mode,8.8
8,178,2,7.6,4,37.7,13.7,,0.25,0.58,7.7,,strong,theory_heavy,morning,Denial_mode,10.2
3,77,5,7.2,6,20.7,18.4,19.9,0.51,0.63,6.9,3.0,strong,project_heavy,Evening,panic_mode,13.8
7,67,8,4.2,2,0.6,13.1,13.6,0.84,0.79,4.9,4.0,none,project_heavy,Evening,panic_mode,7.6
7,72,7,5.9,5,24.4,6.6,6.8,0.79,0.26,4.4,3.0,none,theory_heavy,Evening,panic_mode,5.5
6,139,1,5.5,3,32.2,11.4,14.7,0.2,0.45,8.3,3.0,strong,theory_heavy,Evening,No_issue,14.8
7,211,8,4.2,0,10.9,11.0,12.7,0.87,0.03,7.4,3.0,basic,project_heavy,afternoon,No_issue,13.3
7,268,4,4.9,0,29.1,9.0,11.9,0.47,0.33,8.7,4.0,basic,project_heavy,afternoon,No_issue,15.0
0,63,3,4.5,4,1.2,3.4,9.4,0.3,0.26,5.7,5.0,none,memorization_heavy,Evening,Denial_mode,3.1
7,84,4,7.2,2,27.9,5.3,6.5,0.46,0.38,7.8,2.0,none,memorization_heavy,Evening,No_issue,11.1
1,84,5,7.8,7,3.0,11.5,14.7,0.5,0.36,5.8,4.0,basic,project_heavy,Evening,Denial_mode,3.1
5,95,8,7.9,0,1.2,7.3,9.9,0.83,0.21,8.1,2.0,none,memorization_heavy,morning,Denial_mode,2.9
10,188,4,8.6,0,28.6,10.5,11.4,0.46,0.87,8.7,1.0,basic,project_heavy,morning,Denial_mode,10.4
1,131,8,7.3,6,7.4,20.0,16.3,0.8,0.6,7.3,4.0,basic,project_heavy,afternoon,panic_mode,14.3
7,264,1,7.9,2,24.6,18.1,16.5,0.2,0.73,7.8,1.0,strong,memorization_heavy,afternoon,Denial_mode,13.3
9,149,3,4.5,4,16.0,5.8,7.7,0.31,0.5,7.6,3.0,none,theory_heavy,afternoon,panic_mode,4.5
1,175,9,4.6,0,5.5,16.6,18.1,0.98,0.33,3.3,4.0,strong,theory_heavy,afternoon,panic_mode,14.8
6,141,0,7.3,3,39.4,10.8,10.8,0.0,0.52,3.4,2.0,none,project_heavy,Evening,Denial_mode,7.7
9,127,3,9.0,5,7.1,18.5,20.0,0.33,0.23,5.3,,strong,memorization_heavy,afternoon,No_issue,16.4
5,164,2,7.9,5,25.0,10.2,13.7,0.22,0.85,8.9,2.0,strong,project_heavy,morning,Denial_mode,7.6
6,225,9,8.3,6,25.7,5.4,,0.98,0.4,6.7,3.0,,project_heavy,morning,panic_mode,8.9
8,159,0,6.7,0,7.3,15.4,16.9,0.07,0.9,4.4,3.0,,memorization_heavy,Evening,panic_mode,13.3
1,213,1,8.1,7,3.3,6.5,12.6,0.13,0.35,5.4,4.0,none,theory_heavy,Evening,Denial_mode,6.8
6,67,9,6.4,0,18.0,14.8,15.1,0.96,0.37,7.4,3.0,none,theory_heavy,morning,No_issue,15.2
1,194,3,5.2,3,10.3,6.2,7.9,0.31,0.27,8.1,4.0,none,project_heavy,Evening,panic_mode,7.2
5,279,3,6.6,6,29.3,12.1,13.7,0.32,0.02,4.7,2.0,strong,memorization_heavy,morning,No_issue,16.9
6,71,0,7.9,2,14.1,10.8,12.7,0.08,0.51,7.3,2.0,basic,memorization_heavy,afternoon,Denial_mode,9.8
2,157,1,5.5,3,37.4,18.3,15.4,0.2,0.6,5.1,3.0,none,memorization_heavy,Evening,No_issue,18.0
0,241,4,5.8,1,7.2,9.6,9.5,0.45,0.09,4.8,5.0,none,memorization_heavy,Evening,panic_mode,14.2
4,195,3,8.4,1,2.0,11.1,15.1,0.37,0.77,6.2,2.0,,memorization_heavy,Evening,No_issue,12.7
0,263,1,7.1,0,9.2,6.8,13.9,0.11,0.48,5.5,3.0,basic,memorization_heavy,afternoon,No_issue,12.8
9,99,8,4.6,3,33.7,6.7,10.1,0.9,0.57,3.9,2.0,none,memorization_heavy,afternoon,No_issue,13.2
10,287,0,9.0,0,20.8,15.1,11.7,0.1,0.92,3.0,,none,memorization_heavy,afternoon,Denial_mode,11.2
8,118,4,7.3,5,37.5,5.6,,0.48,0.6,7.9,2.0,none,memorization_heavy,morning,No_issue,11.6
8,62,3,7.8,0,32.5,11.9,11.5,0.31,0.79,9.0,1.0,none,theory_heavy,Evening,Denial_mode,11.2
0,184,9,5.3,2,3.6,7.8,9.2,0.95,0.82,9.0,5.0,none,project_heavy,Evening,Denial_mode,4.7
2,65,9,6.1,5,31.0,8.7,12.5,0.99,0.97,4.9,4.0,basic,theory_heavy,afternoon,panic_mode,17.1
4,69,9,7.0,1,21.0,7.9,10.4,0.94,0.75,6.7,3.0,basic,project_heavy,morning,No_issue,12.0
8,163,7,5.2,1,34.8,13.7,11.8,0.75,0.53,5.8,2.0,basic,project_heavy,afternoon,No_issue,15.0
0,254,8,9.0,6,7.6,12.8,14.4,0.8,0.55,6.0,4.0,basic,memorization_heavy,morning,panic_mode,6.7
9,50,0,6.0,2,19.3,9.4,9.3,0.01,0.89,3.4,3.0,none,theory_heavy,morning,panic_mode,10.8
10,206,4,6.6,1,32.1,14.9,,0.47,0.45,6.7,3.0,none,memorization_heavy,morning,panic_mode,12.0
5,276,0,9.0,5,13.1,9.6,10.3,0.08,0.61,5.4,2.0,none,memorization_heavy,Evening,Denial_mode,6.4
1,246,5,6.2,1,11.1,9.4,13.8,0.58,0.5,3.4,4.0,basic,theory_heavy,afternoon,panic_mode,13.8
7,202,1,4.6,0,37.9,13.9,15.4,0.18,0.81,6.1,2.0,strong,theory_heavy,Evening,Denial_mode,10.1
3,228,9,6.6,7,22.8,12.5,14.2,0.94,0.11,6.0,2.0,strong,theory_heavy,afternoon,No_issue,14.3
3,270,0,5.4,0,11.7,8.5,,0.09,0.6,8.6,3.0,none,theory_heavy,Evening,panic_mode,10.0
